func_name,endpoint_id,running_duration,energy_consumed,llc_misses,instructions_retired,core_cycles,ref_cycles
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032633,1542.483128450811,6647.367896139622,2112935.027999878,994375.3327522278,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.063112,3610.009599469602,15572.614458620548,4943021.673919678,2331381.267807007,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.052234,2953.9367033168674,12807.225652813911,4035883.5689086914,1859536.21792984,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.051062,2860.4127055704594,12215.195009469986,3933484.471763611,1804293.967086792,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.054563,3502.0700153410435,15139.852514147758,4790754.080940247,2193354.391407013,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.031091,1926.6075718775392,8237.13325726986,2648048.094768524,1237587.580406189,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.050322,3187.7678653001785,13451.0564417243,4405698.182117462,2000866.998304367,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.062493,4511.451758958399,19586.216085910797,6160315.533279419,2936079.4652557373,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032492,2277.50269664824,9990.396736741066,3095914.571434021,1456775.5051345825,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.050762,3938.321528598666,16770.718121409416,5422244.112831116,2484656.7351722717,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.413006,3402.661490470171,41092.51605814695,1065099.282131195,1889754.2413711548,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.416538,2318.3132691159844,27857.32714152336,744723.7573928833,1580341.047706604,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.413937,1724.3757479861379,20868.457275629044,533790.1990318298,1233775.5246925354,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.442382,2123.8335155695677,25585.819496572018,673350.5252838135,1603324.7365379333,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.420058,1980.3116906136274,23881.63315284252,624470.1391906738,1479167.4434890747,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.422823,2242.910035200417,27158.819392323494,692258.6080169678,1543595.7229309082,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.42256,2516.6560349538922,30645.539525568485,753343.2821121216,1388294.8192939758,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.424844,2643.016056969762,31945.842009663582,823608.0388793945,1288301.8043899536,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.424763,2658.7881900668144,32186.121350049973,821767.6349487305,1451384.087715149,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.354705,347405.9219149649,1510853.491470337,476181130.02015686,160266684.6016693,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.513067,353260.12788656354,1525284.9241716862,485705818.01852417,166804914.2160797,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.51703,358864.05159460753,1540139.9049267173,494681730.6508827,165854577.08600998,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.425531,365725.7785025835,1628313.6864044666,496150436.93188477,168304002.28131104,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.535735,364264.83070358634,1568176.524666071,501465549.6213074,171495864.10917664,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.505358,8965536.899785236,121464123.86846042,256471666.04763794,2652295421.6406326,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.47724,8858102.356043205,119988689.04450762,256277961.5632019,2625742047.084175,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.438937,8844155.675023489,119783250.5030675,258262442.3875351,2596355103.346737,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.489664,9041497.795630991,122470980.34078443,261861050.33926392,2620531760.020813,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.45929,9034197.461727917,122355863.90865695,263995461.38882446,2624324691.475876,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.432361,3046.7924464195967,37053.84062588215,918460.8682403564,1607272.3391990662,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.43864,3037.943812549114,36778.52797925472,938613.2692871094,2357742.522315979,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.442053,3325.932118073106,40362.74619960785,1014293.7617492676,2348688.765838623,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.444993,3388.1465474814177,41196.317244172096,1022578.0867919922,2323190.019104004,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.443434,3558.9081438481808,43196.0652718544,1084530.2099609375,2337692.006324768,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.442489,3776.1047105938196,45888.891045331955,1143014.2433776855,2343733.261703491,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.441956,3647.85904173553,44018.75985109806,1146600.5158081055,2351993.9806365967,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.536268,7420.823663391173,89173.51723790169,2383369.6198883057,5063479.853176117,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.445858,2255.608847901225,27358.728162527084,689899.1725158691,1217475.939491272,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.463283,2284.1146340966225,27511.281848549843,724907.6389160156,1799514.3127975464,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.446788,2416.4670576006174,29341.343280673027,734808.1592712402,1233574.3726234436,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.448439,2376.7124753147364,28745.652925133705,738093.3547058105,1281121.2236709595,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.449074,2566.221502363682,31250.305732488632,768016.6298522949,1633246.188079834,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.446794,2443.192808896303,29529.573810577393,761479.4874267578,1314351.623664856,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.451306,2638.912254333496,32033.162755429745,803697.2957458496,1444546.6020812988,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.440918,2506.3872462958097,30257.717587947845,786027.1756591797,1640295.7519073486,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.49759,3099.9602452367544,37850.167323708534,914114.8579101562,1597260.5061416626,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.435457,2676.9061865359545,32504.723737478256,813858.6785583496,1437601.4828720093,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.511258,2839.6380117833614,33783.635637521744,958190.2459106445,2772299.8372421265,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.448107,2710.6548993885517,32824.856337070465,836320.6867370605,1404172.5171432495,0.0
__main__.video_processing,1a302149-7bef-40fe-9dc1-08ae540dc719,0.447862,2744.635702550411,33298.78400063515,838308.9262084961,1400791.35206604,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.367974,346039.9197232276,1511339.0508608818,473434451.0446167,163985901.4320526,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.397518,350448.1688067317,1521628.207510978,480685205.3339844,166573082.7750473,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.480479,352139.58148163557,1525234.7512663007,483513706.4148102,159707470.16563034,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.52879,356166.1319176033,1541221.4781164825,489240231.81650925,162087441.84952927,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,6.956428,414180.28960039467,2300374.855451703,499798360.9473877,305078349.96897507,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.585114,354577.1161353551,1509800.0470288396,490397066.6392822,167159631.4809227,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.575924,366017.1275675446,1579254.1608279943,503397038.4586792,169546330.19158936,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.623776,365144.31965605915,1561987.6997295022,504033470.65610504,176858891.82564926,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.541016,364435.6277073696,1566049.689537108,502090087.85583496,169905814.4699173,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.579025,366600.4174949974,1562628.1803884506,506803746.54595184,172337837.96172333,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.536995,365156.11456177384,1542045.081419766,506769938.20288086,167817228.52612686,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.530745,361907.6940789893,1511523.3064398766,504547986.28863525,172196575.83153152,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.546084,368654.2564069107,1575268.5137198567,509114360.49463654,170443921.3828087,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.598891,365074.37631543726,1523776.340738833,509095116.3397598,174835540.64340973,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.506592,372641.8362599835,1636346.948573649,508629393.9719925,170932106.0008278,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.508399,357879.883502312,1515338.4246819615,496124819.6546173,170887501.04711723,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.516795,370558.86217910796,1606206.8668678403,508642559.0434265,172558368.62696457,0.0
__main__.matrix_multiplication,1a302149-7bef-40fe-9dc1-08ae540dc719,4.666947,366540.84003862366,1576066.8796551526,504858411.4814415,179054144.1660366,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.261748,7780737.220762536,105284864.0160209,241039141.4560318,2660327636.9845657,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.291999,7598613.868339635,102733157.96225607,248016249.62013626,2494066913.9369087,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.38709,7828445.36231222,105829011.60426682,257174981.79584503,2534206167.0917015,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.367486,7991038.537516125,108099587.5736481,252029415.33444214,2526459420.426777,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.368707,8140514.867264979,110110175.94072294,258401265.88118744,2523426090.222393,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.393324,8169748.453850478,110501969.5442872,259853233.5606079,2523588138.5689087,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.449627,8261910.337919898,111753833.3906067,262017801.23589325,2556015946.7165604,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.414392,8259036.884938374,111712657.05177534,262260388.35272217,2542572765.5151443,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.343545,8281210.370035082,112041299.13746774,258813291.9637146,2524396176.4849167,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.39869,8665068.546428338,117209891.74659997,274401355.0444336,2569236781.802162,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.49857,8819530.33348617,119318684.5820862,276484079.54663086,2620544356.8162155,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.439765,9035361.815119058,122383638.92145061,262294278.0795288,2613100852.3666916,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.555304,9197262.632326618,124584945.11768556,265785085.47763062,2664128395.9654007,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.422308,9160517.0337829,124079299.92767155,265864162.10739136,2627024420.5186768,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.440838,9255688.340200499,125378567.21000719,267156245.70135498,2666273843.5844955,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.447611,9283334.129740715,125765525.21371305,266152566.73309326,2671832478.3292084,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.4966,9261991.18385277,125455302.75586301,268587455.5526657,2665600035.8917694,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.449611,9324289.488464132,126318104.21167147,267653658.84313965,2657809884.2350006,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,4.088097,5853421.250182487,78732121.11980522,249743105.75478363,2152811229.6382294,0.0
__main__.cholesky_decomposition,1a302149-7bef-40fe-9dc1-08ae540dc719,3.892774,5290986.747271478,71009753.47329485,248478256.86254883,1976938539.1013107,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.153247,352294.57255085395,913064.789303886,124412940.12536979,76420497.16682078,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.153027,350931.0354746888,979107.8071877505,123898692.38764426,72041408.79698329,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.152501,368816.10945020855,1055926.232843342,130200487.92405707,76009608.1971983,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.221025,598829.9187244863,1628066.6184072897,211441222.8192825,124072404.39128304,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.15234,388033.80569633486,1102691.3067185744,136988654.08245245,81814752.25393124,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.155688,462160.38467540033,1259730.1497780515,163182973.059625,95315679.40748289,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.155679,463484.50863644993,1273568.4753483713,163645694.85351685,93502586.46324226,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.243382,690283.7431774378,1909862.7106258317,243717120.03655863,144699718.5654366,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.243394,689750.2751442823,1850672.5265805302,243555905.98818535,142525241.81376174,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.220544,637786.7852408331,1726876.971362267,225199866.64549538,132725604.6293044,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.224773,646005.6069917979,1734874.0164957212,228108601.6210977,135554706.66798797,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.158812,485621.12005217513,1380918.0843713724,171439747.80736527,97530258.41982993,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.158717,486261.9616392846,1284464.2982768877,171712193.46138522,95101535.73721781,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.158726,485086.48171532317,1334828.442139402,171271959.33672592,99542398.62032813,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.154422,494823.8549313239,1352401.4518751837,174714319.27928764,100100042.06929937,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.154422,495945.38468089176,1381319.0146852662,175098157.919304,101693511.36816448,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.155911,502404.45287426363,1358146.363030231,177397946.48990595,105987485.06335965,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.159354,512662.3278072403,1389592.3969701375,181018233.15562373,106466243.20180607,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.1544,504547.78588897386,1329844.8637953713,178170784.11386502,100910072.83339766,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.155176,507929.29477404105,1300802.1484190463,179382741.30801648,102783425.1666713,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.152658,508768.6546768006,1362812.3128035632,179651028.01356786,106163620.84053344,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.152608,515995.85046192945,1359115.2518496993,182213859.97065246,103636290.85570484,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.152464,517127.74445405137,1376100.3366831522,182606981.87092215,106228671.92144135,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.152804,545017.0934900829,1474205.3974933964,192443972.973347,112073757.71800056,0.0
chemfunctions._compute_vertical,1a302149-7bef-40fe-9dc1-08ae540dc719,0.152809,543634.1665469793,1429078.1197750443,191975124.88460237,112126840.62234688,0.0
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.361604,8783722.593230544,38551937.02125197,11592324253.255114,8304315579.378301,6525202298.383407
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.39959,8800489.462884162,38878746.81109177,11581293949.774996,8238205854.72476,6473261114.165014
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.268499,9114489.609372023,43876786.4713777,11521682042.46328,8626690600.682617,6778476872.546986
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.244752,8780912.96880175,38631425.394628465,11576592699.069204,8458060387.19312,6646020500.774898
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.288718,9089415.489878906,43614381.57049614,11508540787.341257,8657851908.688284,6802968007.6122265
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.47625,9119118.623693625,43798182.34684154,11540744605.305784,8605808184.411968,6762111558.9798355
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.355613,9142644.750924472,44248380.305696875,11526362254.193687,8705472488.135763,6840396461.310833
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.283605,9142258.057250442,44376981.84598021,11508789665.772678,8686820863.155766,6825748547.928761
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.43436,9130085.376858998,44007825.56996992,11534068722.39321,8630219394.617565,6781245511.89668
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.448149,8835573.078388356,39942193.41630323,11508503873.066969,8648152645.807209,6795352687.667997
time.sleep,ac25fdcf-5df3-41d4-a1d3-cea21126d439,15.015358,,,,,
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.490986,8792636.462078778,38721371.88412222,11587024391.279224,8315097932.900575,6533670809.532047
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.520612,9117155.518264811,43739622.42761163,11544693794.882679,8583570910.218817,6744638360.134263
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.231709,8733444.783282448,37799108.354263395,11595654693.276215,8303042446.224351,6524202359.027944
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.255519,9078812.76564402,43428085.37998576,11512849088.615673,8540014252.659522,6710360921.413507
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.047636,8812813.041710956,39063524.62231913,11580444601.25805,8270124216.86946,6498325788.699384
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.083009,8760863.43906716,38252644.48431149,11588209537.280588,8288971418.679307,6513118593.476021
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.136391,9041341.208578862,42900339.53104328,11510966771.004232,8504231745.32136,6682266100.376782
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.048441,9084345.646493934,43497824.06187741,11514198941.581139,8567443383.164959,6731928795.99068
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.155042,9011052.313383896,42565142.31043935,11497478172.05241,8565722950.273039,6730601955.61017
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.064883,9092493.74236414,43599578.78212515,11516310859.295937,8556875533.880356,6723618208.911798
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.114467,9113719.868778797,44108370.57254574,11489898506.594038,8684622466.534615,6823996183.681951
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.220421,9151745.081769051,44879339.89492081,11460980294.52855,8929792267.690695,7016657675.8910475
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.050604,9078682.155996438,43087126.81143982,11557249203.069124,8565225599.274172,6730196013.659421
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.031663,8757673.71050492,38258107.3165454,11581451316.692425,8347509204.136734,6559137708.095579
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,17.935783,8752538.800380627,38097324.884414814,11592777330.839138,8262696944.528352,6492474890.760776
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.046139,8758865.836261159,38252155.74739529,11584489116.592049,8311352916.719985,6530722517.400212
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.044714,8930765.739080628,40810596.25429819,11575129630.150347,8432424611.8122835,6625859175.537717
__main__.graph_bfs,ac25fdcf-5df3-41d4-a1d3-cea21126d439,18.286082,8916758.470198227,41322589.878026344,11481549029.156485,9085672704.132212,7139125244.077798
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.215947,6972472.293088541,2093499.6739360623,5854982581.00873,4066509916.8813004,3195153252.9524407
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.384856,7030875.114291294,2032241.5639751768,5933088427.3924675,4128402548.8716335,3243776556.740552
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.352978,7021054.427546704,1924192.325578434,5963608449.242918,4140317405.6511517,3253142350.0639305
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.327657,7054554.173034762,1871831.4776838575,6014762695.427655,4164859638.652607,3272424403.1376224
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.379021,7238334.607320066,2128069.793342791,6094927399.663333,4232685757.472848,3325733785.28022
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.502538,7372209.870964566,2170364.072803762,6206572417.296866,4319247972.81461,3393742266.668846
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.560688,7254251.552084892,2068617.651952264,6131985240.136318,4267262113.6067996,3352902472.73602
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.59744,7302946.222600085,2075867.4616289171,6175594307.371731,4278514297.040017,3361737348.9014473
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.143654,7273421.506482251,2238840.5591047583,6087418497.593313,4265881428.456694,3351800086.8884225
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.997969,7027656.955152228,2217370.8949008677,5861743997.868936,4087604419.036511,3211733887.979278
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.144675,6910287.47140521,2144215.8273098553,5777170468.305486,4022798678.64224,3160811014.8203006
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.32865,7059045.59650502,2187307.1970592435,5902667300.495878,4108340466.2804427,3228017654.3016734
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.397668,7323859.964036319,2422996.0432676994,6067432679.522077,4263558944.0506854,3349983570.679152
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.296974,7047723.574086109,2141284.0549495732,5908881780.476788,4115390151.7283044,3233564019.863698
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.336493,7030494.092079152,2043217.1550655668,5928677886.801411,4131370002.957531,3246122502.1673565
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.29363,7072495.558666591,2028718.0559296361,5973947380.458507,4144985885.2008076,3256819286.232485
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.288482,6918211.899969778,1764841.010475042,5924636270.279002,4105928404.3114557,3226124820.4944425
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.433443,7051062.037686569,2046142.2269793202,5947148331.740078,4128757359.8283596,3244066919.5229855
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.38264,7134093.659856409,2025873.0969005157,6033544360.594689,4179985398.8056664,3284312229.1308565
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.390773,7182800.686075402,2026170.5222023558,6079729584.46583,4215885373.9597673,3312530641.9375668
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.428709,7255137.923040829,2217869.635848183,6077775566.733619,4228286601.355076,3322267241.484879
__main__.compression,ac25fdcf-5df3-41d4-a1d3-cea21126d439,3.326156,7003003.828781647,1823803.0373796958,5983480724.163373,4132302831.0742846,3246849062.528301
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.800053,5322940.564067249,38744836.70485396,6037268466.788988,5981227117.025622,4699554011.775299
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.8358,5094552.6598257255,36666863.291256905,6049495017.459007,6150905700.885538,4832865046.178822
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.781292,5307194.899404524,38698956.22510373,5974546851.365142,5907468992.562367,4641593862.472718
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.853453,5335526.1838771915,38876587.94369995,6025340258.152833,6125089849.870622,4812573618.095818
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.758366,4385104.681397354,30607683.114575163,5829191038.96397,5818525525.180017,4571708341.695104
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.713108,5196281.042849746,37511653.581617,6096777224.607144,5811551282.997885,4566230118.28308
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.795765,5506512.303334279,40198046.295125574,6169090954.843056,6103157276.227629,4795349367.601494
__main__.graph_mst,ac25fdcf-5df3-41d4-a1d3-cea21126d439,2.731545,5274916.349813801,38208300.08923896,6104846997.2246685,5921381768.222265,4652524143.027049
